Season,Episode,Title,Airdate,Rating,Total Votes,Episode Description,Wiki Fandom Descriptions,Wikipedia Episode Descriptions
6,4,Four Movements,18/04/2019,7.4,2430,Gina plays a high-stakes game of chess with Capt. Holt; Rosa and Amy take Gina out for a fancy brunch; Jake and Gina must use their wits to infiltrate a posh club.,"Gina spends time with each member of the squad.[1]
 In the First Movement, she plays chess with Holt. In the Second Movement, she has a lady's lunch with Rosa and Amy and teach amy to be more tough. The Third Movement involves Gina infiltrating a posh club with Jake whilst planning for her going-away party. The Fourth Movement concludes Gina's goodbye with a special gift left as a reminder for the squad.
","Gina announces to the precinct that she is quitting and plans to have a special ""Gina moment"" with each of her coworkers in the following two weeks. Holt plays her in a game of chess and questions her future. Rosa and an emotional Amy take her out to brunch. Jake organizes a going away party for her and attempts to inviteMario Lopez."
6,5,A Tale of Two Bandits,25/04/2019,8.2,2310,"Terry believes the Pontiac Bandit has gone back to stealing cars, but Jake tries to prove him wrong; the rest of the squad fight to keep Shaw's a police bar when some firemen stake a claim to it.","Terry believes the Pontiac Bandit is stealing cars again, but Jake is convinced his friend wouldn't do that. The rest of the squad fight to keep Shaw's a police bar after some firemen stake their claim to it.[2]
","Doug Judy fakes his death and works with Jake and Terry to find out who has been replicating his crimes as the Pontiac Bandit, only to discover it is his sister, Trudy Judy. When the firefighters attempt to make Shaw's their new local hangout, the rest of the precinct challenges them to a drinking contest to keep their favorite spot."
6,6,The Crime Scene,2/5/19,8.5,2451,Jake and Rosa must deal with a mother in mourning when they work on a difficult murder case with confusing evidence.,"Jake and Rosa must deal with a mother in mourning as they work and rework a crime scene in order to solve a difficult murder case with confusing evidence.[2]
",Jake and Rosa are assigned to a complicated murder case that appears to have little to no leads. The investigation becomes even more difficult when Jake promises the victim's mother that they will find the killer.
6,7,The Honeypot,9/5/19,8.5,2338,"Jake and Holt clash over the merits of a new hire in the 99th precinct. Terry, Amy, Rosa and Charles try to do something about the cluttered bullpen.","Jake and Holt clash over the merits of a new hire in the 99th precinct. Terry, Amy, Rosa and Charles try to do something about the cluttered bullpen.[2]
","While trying to find a new assistant, Jake and Holt discover that Commissioner Kelly has sent a spy to pose as an applicant. Jake believes they can use the spy against Kelly, while Holt thinks it's best to just get rid of him. Amy tries to clean up the crowded precinct by convincing the others to get rid of their valuable items."
6,8,"He Said, She Said",16/05/2019,7,3847,"Jake and Amy investigate a difficult ""he said, she said"" case of sexual assault. Holt becomes suspicious after learning his lifelong arch nemesis died in a prison transport accident.","Amy and Jake investigate a case where a businesswoman who broke her boss's penis claims he was sexually assaulting her. Amy's past traumatic experience with the subject makes her determined to bring the assailant to justice, even though it means potentially jeopardizing the woman's future. Meanwhile, Terry and Charles think Holt's trying to relive his glory days when he believes his arch nemesis, the Disco Strangler, faked his death during a prison transport and is on the loose.
","Amy and Jake investigate a case where a businesswoman who broke her boss's penis claims he was sexually assaulting her. Amy's past traumatic experience with the subject makes her determined to bring the assailant to justice, even though it means potentially jeopardizing the woman's future. Meanwhile, Terry and Charles think Holt's trying to relive his glory days when he believes his arch nemesis, the Disco Strangler, faked his death during a prison transport and is on the loose."
6,9,The Golden Child,30/05/2019,8.1,2198,"Jake helps Amy navigate the complicated relationship she has with her brother, David. Charles introduces some drama into an undercover mission involving Terry and Holt.","Jake helps Amy navigate the complicated relationship she has with her brother, David. Charles introduces some drama into an undercover mission involving Terry and Holt.[1]
","Amy and Jake assist Amy's brother, David, in exposing Brazilian criminals who tried to frame him for drug abuse. Jake tries to prevent Amy's jealousy over David's accomplishments and being their parents' favorite child from overwhelming her. Charles puts Holt's and Terry's acting abilities to the test by having them go undercover in the holding room with a criminal he's trying to get information from."
6,10,Gintars,6/6/19,7.4,2017,A visitor from Latvia causes Charles and Jake to investigate Nikolaj's family. Holt and Amy bring in famed forensic scientist Dr. Yee to help close a case for Rosa.,"A visitor from Latvia causes Charles and Jake to investigate Nikolaj's family. Holt and Amy bring in famed forensic scientist Dr. Yee to help close a case for Rosa.[1]
","Nikolaj's birth father, Gintars, arrives in New York to visit his son. When Charles is afraid of being upstaged by him, Jake tries to find a way to get Gintars out of the city. Rosa is annoyed when Amy and Holt invite the famed forensic scientist Dr. Yee to use his experimental flies to inspect a murder case she's been working on. Terry starts panicking when he hears how mites can attach themselves to human hair."
6,11,The Therapist,13/06/2019,8.1,2087,Charles gets Jake involved in a case where a therapist reports one of his patients missing; Holt learns that Rosa has a new girlfriend whom everyone else has met; Amy thinks she mistakenly received a package for Terry.,"Charles brings Jake into a case when a therapist reports one of his patients missing. Holt finds out Rosa has a new girlfriend that everyone else has met. Amy believes she has accidentally received a package meant for Terry.[1][2]
","Jake helps Charles investigate a murder case involving a psychiatrist's patient, forcing him to confront his own issues on therapy. Rosa is hesitant to have Holt meet her girlfriend, fearing he'd be too judgmental. Terry is sensitive when Amy accuses him of ordering a book on how to improve his sex life."
6,12,Casecation,20/06/2019,7.6,2256,Work is so busy for Jake and Amy that they end up celebrating their anniversary while standing guard over a comatose patient in the hospital.,"Work is so busy for Jake and Amy that they end up celebrating their anniversary while standing guard over a comatose patient in the hospital.[1][2]
","With their work lives so busy lately, Jake invites Amy to help him stand guard over a comatose mobster at a hospital while celebrating their anniversary. However, their ""casecation"" turns tense when they start arguing over whether they want a baby or not."
6,13,The Bimbo,27/06/2019,7.9,1968,"Holt and Jake investigate a case at Kevin's university. Back at the precinct, Terry and Amy take the squad out for lunch.","Holt and Jake investigate a case at Kevin's university. Back at the precinct, Terry and Amy take the squad out for lunch.[2]
",Jake and Holt investigate a robbery at Kevin's University in hopes of displaying Holt's intellect to Kevin's colleagues. Amy and Terry compete over who can raise their squad's morale over lunchtime activities.
6,14,Ticking Clocks,4/7/19,8.4,2187,Jake and the squad must track down a hacker who has infiltrated the Nine-Nine's servers; Rosa deals with relationship issues; Hitchcock and Scully attempt to cook the perfect lasagna.,"In an episode that takes place in real time, Jake and the squad must track down a hacker who has infiltrated the Nine-Nine's servers. Rosa deals with relationship issues. Hitchcock and Scully attempt to cook the perfect lasagna.[1]
","On an episode that takes place in real time, Jake and the squad must track down a hacker who has infiltrated the Nine-Nine's servers. As this is going on, Rosa deals with relationship issues, Terry struggles to handle a group of sorority girls, Amy rushes to the precinct from the dentist, and Hitchcock and Scully attempt to cook the perfect lasagna."
6,15,Return of the King,2/5/19,6.4,2463,"When Gina returns to the Nine-Nine, Jake and Terry get drawn into her life. Holt learns that Charles' son, Nikolaj, may be a genius; Rosa copes with an injury.","When Gina returns to the Nine-Nine, Jake and Terry get drawn into her life. Holt learns that Charles’s son, Nikolaj, may be a genius. Rosa copes with an injury.[2]
","Since leaving the Nine-Nine, Gina has become a successful internet celebrity. She requests Jake and Terry's help in protecting her against a possible assassin at a live fan meetup, though the two aren't thrilled with how she's blown them off for months. Holt thinks Nikolaj may be a potential child genius and tries to get Charles to change his parenting strategy. Rosa gets stuck in a closet thanks to her bandaged hands and refuses to ask for Amy's help."
6,16,Cinco de Mayo,9/5/19,9.2,2923,"In order to distract Terry from the stress of his upcoming lieutenant's exam, Jake, Holt and the squad decide to hold the annual Halloween Heist on a new date, Cinco de Mayo.","In order to distract Terry from the stress of his upcoming lieutenant's exam, Jake, Holt and the squad decide to hold the annual Halloween Heist on a new date, Cinco de Mayo.[1]
","To ease some of the stress off of Terry's upcoming Lieutenant's Exam, the group decides to host their annual Halloween Heist (which they were forced to cancel last year) on Cinco de Mayo. Jake teams up with Terry, Holt teams up with Amy, and Charles teams up with Rosa, but everyone is willing to stab each other in the back when they get the chance. Terry proves who the ""Ultimate Human/Genius"" is and reveals he already passed the Lieutenant's Exam weeks ago."
6,17,Sicko,16/05/2019,8.5,1981,"Jake and Charles investigate a dangerous serial killer. Holt continues to spar with his rival, Commissioner Kelly. Terry tries to find a way to stay at the Nine-Nine.","Jake and Charles investigate a dangerous serial killer. Holt continues to spar with his rival, Commissioner Kelly. Terry finds out about whether or not he has passed the lieutenant's exam.[1]
","Holt assigns a serial killer case to Jake and Charles and tries to have them avoid using Commissioner John Kelly's new app that allows residents to send in anonymous tips. Terry finds out that he's being transferred to Staten Island since the precinct doesn't have enough money to keep him on as a Lieutenant, so he tries to convince a coworker to quit his job and become a Broadway star. While Kelly's app does help Jake, Charles, and Holt find the killer, they discover that the anonymous tip was sent by one of his subordinates and that he is wiretapping the population. Due to his higher ranking and evidence of Holt texting Jake about bringing Kelly down, they are unable to report his illegal activity."
6,18,The Suicide Squad,16/05/2019,9.1,2596,"Desperate circumstances call for desperate measures, as Jake, Holt, Amy, Terry, Rosa and Charles must ally themselves with old enemies.","Desperate circumstances call for desperate measures, as Jake, Holt, Amy, Terry, Rosa and Charles must ally themselves with old enemies.[2]
","To expose Kelly's crimes, Jake recruits the Vulture, C.J., and Madeline Wuntch to stage a kidnapping and bug Kelly. The plan falls apart due to the Vulture and C.J.'s ineptitude and Holt's distrust of Wuntch. Wuntch seemingly betrays the team to Kelly and has them all arrested, but it's later revealed to be a ruse by Jake so she could get access to Kelly's phone. Kelly is suspended and Wuntch becomes acting commissioner until they can find a replacement. As this is going on, Terry is in denial over getting transferred to Staten Island, until Wuntch uses her temporary position to alter the budget and allow Terry to stay at the Nine-Nine. However, because Holt inadvertently revealed to Wuntch that he only spent a month as a uniformed patrolman before becoming a detective, which is in breach of NYPD rules, she forces him back into uniform to make up for his missing time."
7,1,Manhunter,26/03/2020,8.1,2053,Jake leads a manhunt after an assassination attempt on a city councilor; Holt adjusts to his new position as a uniformed officer.,"Jake leads a manhunt after an assassination attempt on a city councilor. Holt adjusts to his new position as a uniformed officer.
","After an assassination attempt on thecity councilor, Jake leads a manhunt to find the shooter. He decides to let Holt join the case out of pity for his former captain getting demoted to apatrol officer, but quickly grows frustrated when Holt attempts to upstage him. Amy seeks Rosa's help when she believes she might be pregnant."
7,2,Captain Kim,26/03/2020,8.3,1943,The new captain of the Nine-Nine invites the squad over to her house for a dinner party.,"Holt’s replacement, Captain Kim attempts to ingratiate herself with Jake and the squad by having them over for a dinner party.[1]
","Captain Julie Kim arrives as the new captain of the precinct and invites the detectives to her house for a dinner party. While she appears kind and selfless, Jake and Holt don't trust her based on their previous history with captain replacements and try to find out if she's connected to Wuntch. Charles uses Rosa's jacket to reinvent himself as a rebel. Terry becomes uneasy when he finds out one of the caterers at the party is a former convict he arrested."
7,3,Pimemento,13/02/2020,8.6,2088,Adrian Pimento shows up unexpectedly to seek Jake and Charles' help after claiming someone is trying to kill him; the rest of the squad endures a workplace conflict seminar.,"Adrian Pimento shows up unexpectedly to seek Jake and Charles' help after claiming someone is trying to kill him. The rest of the squad endures a Workplace Conflict seminar.[1]
","Adrian Pimento gets Jake and Charles to help find out who is trying to kill him as he suffers fromshort-term memory loss. During the investigation, Jake struggles to keep a secret about him and Amy from Charles. Meanwhile, the rest of the team tries to find an easy way out of a workplace conflict seminar, only to discover their own personal conflicts with each other."
7,4,The Jimmy Jab Games II,20/02/2020,7.9,1820,Competitive juices are flowing as Jake and the squad compete in the second Jimmy Jab Games.,"Competitive juices are flowing as Jake and the squad compete in the second Jimmy Jab Games.[1]
","In order to prove he is still fun, Jake brings back the Jimmy Jab Games. Boyle oversees proceedings, and uses his position to encourage Debbie out of her shell, with unexpected consequences. Jake and Hitchcock have a bet on who will win, with Jake and Amy's new sedan on the line. Holt deduces that Rosa has a secret agenda for winning and is determined to find out what it is."
7,5,Debbie,27/02/2020,7.3,1925,"When cocaine and weapons are stolen from the evidence lock-up, the squad must investigate the Nine-Nine itself.",Description not found,"The detectives arrest Debbie after discovering that she has stolencocaineandmachine gunsfrom the evidence room to give to a notoriouscrime boss. Believing Debbie's in over her head, Jake convinces Rosa to help him stage an escape so Debbie can lead them to her boss, but the plan quickly turns south when Debbie becomes addicted to the cocaine. Amy and Holt have aspeed readingcompetition while looking through Debbie's old journals."
7,6,Trying,5/3/20,7.8,1762,Jake and Amy work an uncrackable case while Holt adjusts to a new beat. Hitchcock looks for the love of his life.,"Jake and Amy work an uncrackable case while Holt adjusts to a new beat. Hitchcock looks for the love of his life..[1]
","In an episode that takes place over the course of six months, Jake and Amy struggle to conceive a child and try experimenting with their sex lives. Holt tries to convince Terry to put him on a different beat. Charles and Rosa secretly raise a continuously growing family ofguinea pigsin the precinct. Hitchcock quickly finds love after his last divorce."
7,7,Ding Dong,12/3/20,8.7,2049,Capt. Holt deals with a personal loss; Jake must decide whether to take Terry or Charles to an exclusive event.,"Captain Holt deals with a personal loss. Jake must decide whether to take Terry or Charles to an exclusive event.[1]
","After Madeline Wuntch dies, Holt learns that one of her final requests was for him to host her memorial. Amy and Rosa try to help Holt avoid speaking negatively about his nemesis, so he doesn't put his career at risk, but it proves difficult when they discover Wuntch had another rival. When Jake tells Charles and Terry he has tickets to the premiere ofKwazy Kupcakes: The Movie, the latter two compete to bring their kids to the film. Amy seemingly experiences some side effects fromhormonesher doctor gave her and eventually finds out that she's pregnant."
7,8,The Takeback,7/5/20,8.2,1808,"Doug Judy is back, and this time, things between him and Jake are personal; Amy and Charles try to find the perfect new vending machine for the Nine-Nine.","Doug Judy is back and this time things between him and Jake are personal. Amy and Charles try to find the perfect new vending machine for the Nine-Nine.[1]
","Doug Judy invites Jake to attend hisbachelor partyinMiamiafter Jake complained about not being invited to the wedding. At the hotel, Doug's friends steal $10,000,000 worth ofdiamonds, forcing Jake and Doug to pull off a ""reverse heist"" to avoid serious criminal charges. During Holt's first day back as captain, Terry panics after learning that he threw away one of Holt's most valuable possessions. Amy, Charles, Hitchcock, and Scully explore their options for a thirdvending machine."
7,9,Dillman,14/05/2020,8.7,1870,"When a prank goes disastrously awry, things at the Nine-Nine take a distinctly Agatha Christie turn.","When a prank goes disastrously awry, things at the Nine-Nine take a distinctly Agatha Christie turn.[1]
","Aglitter bombgoes off on Jake's desk and destroys a crucial piece of evidence for an important case. To find out who brought in the bomb, Holt brings in Frank Dillman, one of the best detectives he knows. Jake attempts to find the culprit before Dillman in hopes of convincing Holt to put him on a new task force."
7,10,Admiral Peralta,2/4/20,8,1653,Jake and his father deal with unsettled family business; Amy and Rosa work a high-profile case; Terry wants to join the NYPD band.,"Jake and his father deal with unsettled family business. Amy and Rosa work a high-profile case. Terry wants to join the NYPD band.[1]
","While preparing for his child's sex reveal party, Jake attempts to mend his father's relationship with his grandfather and break the ""father-son curse"" his family appears to have. Amy and Rosa try to track down a witness in an important case that Hitchock and Scully were working on. Holt helps Terry prepare for his audition to the NYPD band."
7,11,Valloweaster,9/4/20,8.3,1839,The squad competes in an effort to determine who is the greatest human/genius.,"The squad competes in an effort to determine who is the greatest human/genius.
","For the seventh annual Halloween Heist, each of the participants are handcuffed to one partner and try to stealthe gemsof ""The Infinitude Gobbler."" The three teams consist of Jake and Holt, Amy and Charles, and Rosa and Scully. However, they are forced to delay it toValentine's Dayand laterEasterdue to Cheddar and Scully swallowing the gems during the first two attempts. Rosa proves who the ""Ultimate Human/Genius"" is and reveals she won on all three holidays."
7,12,Ransom,16/04/2020,8.8,1961,Holt asks for Jake's help in a case that is exceptionally meaningful to him. Charles and Terry work together on a side business.,"Holt asks for Jake's help in a case that is exceptionally meaningful to him. Charles and Terry work together on a side business.[1]
","After Cheddar is kidnapped, Jake agrees to help Holt and Kevin rescue their dog. When the kidnapper requests Kevin to come in person, Jake disguises himself as Kevin to avoid putting Holt's husband in danger.  Rosa competes against Teddy to win a stroller that Amy has her eyes set on. Charles and Terry attempt to start a side business with Charles's ""bone broth""."
7,13,Lights Out,23/04/2020,9.3,2786,The entire squad is on high alert when a massive blackout hits Brooklyn.,"The entire squad is on high alert when a massive blackout hits Brooklyn.[1]
","Brooklyn is hit with aborough-wide blackout. With Terry and Holt stuck in the precinct'selevator, Amy takes charge of blackout emergency protocols just as her water breaks. After receiving the news from Rosa, Jake and Charles attempt to make it to the hospital while minimizing the chaos on the streets. Terry tries to alleviate Holt's fear of elevators by teaching him some hip-hop dance moves. Amy is forced to give birth in the precinct with help from Rosa, Hitchcock, and Scully. Jake manages to make it in time thanks to Charles reluctantly getting help from Lieutenant Peanut Butter. After getting transferred to a hospital, Jake and Amy introduce their colleagues to their son, McClane ""Mac"" Peralta-Santiago."
8,1,The Good Ones,1/1/21,4.8,4515,Amy returns from maternity leave; Jake and Rosa work a difficult case.,"Amy returns from maternity leave. Jake and Rosa work a difficult case.[1]
","Nearly a year after Rosa resigns as a detective, Jake attempts to prove to her that he is a good cop by helping her investigate a case of police brutality, only to learn more about her issues with officers and find out some disillusioning truths about the NYPD in the process. Amy returns from maternity leave and uses one of Terry's books to repair her relationship with Holt after he makes small talk, with Holt later admitting he and Kevin split up. Terry feels awkward around Charles when the latter goes overboard trying to show his support towards the African-American community."
8,2,The Lake House,12/8/21,7.9,1891,The squad takes Capt. Holt up on an offer for a weekend getaway.,"The squad takes up Holt on an offer for a weekend getaway.[1]
","The squad takes Capt. Holt up on an offer for a weekend getaway at his ""lake house"". Jake messes with Capt. Holt and Kevin's shared calendar and tricks Kevin into joining them as he and Terry attempt to rekindle Kevin and Holt's relationship. Amy turns to Charles to help when she struggles to put Mac to sleep. Rosa bonds with Scully after getting high off edibles."
8,3,Blue Flu,19/08/2021,7,1641,Captain Holt and Amy manage an understaffed precinct; Jake and Charles investigate.,"Capt. Holt and Amy manage an understaffed precinct. Jake and Charles investigate.[1]
","99 nemesis O'Sullivan engineers a walkout of uniformed officers in response to an alleged anti-cop incident, and Holt and Amy are left to manage a short-staffed precinct. Boyle gets worrisome medical news while gathering evidence. Terry tries to gut through a bad stomach bug to help stop the Blue Flu. Ultimately, Holt uses data regarding what cops aren't doing to make O'Sullivan cave, and Amy plans to use that information for a major reform program that would change how uniformed officers are deployed."
8,4,Balancing,19/08/2021,7.8,1450,Jake and Amy create a system to balance work and childcare; Rosa gets a new houseguest.,"Jake and Amy create a system to balance work and childcare. Rosa gets a new houseguest.[1]
","Jake and Amy are run ragged when they try to do their jobs while also being good parents to baby Mac; Jake is trying to bring down a serial killer who's been his ""white whale"" and has to rely on help from Boyle, while Amy worries about her NYPD reform pitch when she finds out her main rival is a not-that-bright but very handsome cop. Elsewhere, Holt crashes at Rosa's and they end up in quite a pickle when Holt reaches out to Kevin in a way he regrets."
8,5,PB&J,26/08/2021,8,1454,Jake takes an old friend for a ride.,"Jake takes an old friend for a ride.[1]
","When Doug Judy is arrested for his crimes in another state, Jake agrees to transfer him to the prison so they can have one last fun time together before his incarceration. However, they end up in the ultimate game of mental chess when Jake finds out the Pontiac Bandit is planning to escape from him again but he still ends up helping him in escaping prison."
8,6,The Set Up,26/08/2021,6.7,1524,"When the FBI takes over a high-profile case, Jake keeps digging; Amy and Rosa negotiate with O'Sullivan and the police union.","When the FBI takes over a high-profile case, Jake keeps digging. Amy and Rosa negotiate with O’Sullivan and the police union.[1]
","Angered at the FBI for taking his bomb case, Jake ends up making a wrongful arrest when he investigates the site later that night. After O'Sullivan offers to drop the suspension charges against him, Jake believes he was set up so O'Sullivan can take down Amy's NYPD reform program. Amy and Rosa interrogate O'Sullivan at a bar to find out if this is true, but struggle to keep up with his high alcohol tolerance. Terry and Charles get competitive when their children start selling candy."
8,7,Game of Boyles,2/9/21,8.1,1278,"Terry, Jake and Charles visit the Boyle Family Farm; Amy and Rosa help out Capt. Holt.","Terry, Jake and Charles visit the Boyle Family Farm, which takes a Knives Out turn. Amy and Rosa help out Capt. Holt.[1]
","Jake and Terry accompany Charles to the funeral of his great uncle. When viewing the uncle's body, Jake sees signs that he may have been poisoned and, bored with being on suspension, begins an investigation into all of Boyle's cousins. However, Jake's investigation only ends up proving that Charles is not a real Boyle. Meanwhile, Holt has been arguing with Kevin about how many hours he needs to cut back on work, leading Rosa and Amy to suggest Holt use a dating app to make Kevin jealous."
8,8,Renewal,2/9/21,8.1,1211,The squad comes together to work an important high-stakes case.,"The squad comes together to work an important high-stakes case.[1]
","Holt announces he has set up a vow renewal ceremony with Kevin and tells the detectives he will retire after he and Amy pass the police reform program. On the day of the ceremony, they find out that O'Sullivan has sabotaged their data, leading Holt and Jake to try and steal O'Sullivan's laptop computer from his mother, while Terry and Amy use O'Sullivan'sBilly Joeladmiration to secure his thumbprint, all while hiding from Kevin that Holt is working on the day of their vow renewal. After Kevin ends up rescuing Holt from O'Sullivan's house, he accepts that Holt is too passionate to retire and the two renew their vows before delivering the proper data to One Police Plaza. The commissioner accepts the reform proposal and plans to implement it citywide while also appointing Holt and Amy as deputy commissioner and chief of the reform program, respectively."
8,9,The Last Day Pt 1,16/09/2021,9.4,2130,The squad takes stock of their eight years together and look toward's their future.,"The squad take stock of their eight years together and look toward their future.
",
8,10,The Last Day Pt 2,16/09/2021,9.6,2697,The squad takes stock of their eight years together and look towards their future.,"The squad take stock of their eight years together and look toward their future.
",
